date,open,high,low,close,volume,Name,DATE,News,Length of Headlines,Close to Close
41393,60.0642,61.9452,59.9999,61.4457,159958876,AAPL,41367,"North Korea via Instagram""North Koreans are not getting any information from the outside world. They think they will win if a war breaks out.""Saudi Arabia will now let women ride bicycles, but only for fun, not for transportation.Brazilian men gangrape an American girl in a public bus while holding down her boyfriend and making him watchRussian billionaire plans to make humans immortal by 2045: A Russian billionaire has unveiled plans to make humans immortal by converting them into 'Terminator-style' cyborgs - a creature that's part human and part machine - within the next three decades.Indian woman burns her rapist to death""Gate to hell"" discovered by Italian scientists.Sony makes more money selling life insurance than selling electronics.China deploys tanks, armor to NK borderIt's Believed China is Dramatically Under-Reporting Its Overseas Fishing Catch - Excessive catches by vessels from China threaten the livelihoods &amp; ecosystems in West Africa, in particularN. Korea only allowing S. Korean workers to leave Kaesong, banning entryHungary is no longer a democracyU.S. sends in $900M anti-missile radar array as North Korea vows to fire up nuclear reactorSpain's Princess Cristina has been summoned to appear in court over allegations that her husband misused millions of euros of public money.Amazon tribe threaten to go to war with Brazilian government after military incursion into their land by dam buildersCity plans to fight drug addiction with... marijuanaNew face-sized tarantula discovered in Sri Lanka - Scientists found the spiders -- with a leg span up to 8 inches across -- living in trees &amp; the old doctor's quarters of a hospital.Bangladesh police have arrested three atheist bloggers for defaming Islam and the prophet Mohammed, amid demands from religious fundamentalists for an Internet crackdown.Germany Doesn't Get Much Sun. How Did It Become a Leader in Solar Energy?Saudi court sentences man to be paralyzed""The Anonymous hacktivist collective announced that it's released sensitive data -- aka doxed -- the government of North Korea over its threat to restart a nuclear reactor in the country.""Double standard emerges in Brazil van gang rape investigation. The American victim of a Brazil gang rape saw two suspects arrested in her case within 24 hours. The same men allegedly raped a local woman a week prior, but her case saw little action from police.Slain dictator Gaddafis only daughter booted from Algerian safe house for repeatedly setting it on fireCyprus President's Family Transferred Tens Of Millions To London Days Before Deposit HaircutsAustralia launches national child sex abuse inquiry: Australia has opened a national investigation into child sex abuse, with primte minister Julia Gillard warning of ""uncomfortable truths"" as institutions including schools and churches come under scrutiny",2854,1.8085
41394,62.1571,63.6071,61.7242,63.2542,172737600,AAPL,41368,"Canadian father 'appalled' that mother who drowned two young boys and left their dead bodies for her husband to find next to her wedding ring will be released after serving only 10 months.Pyongyang asks China to send envoy- Beijing rejects the requestNorth Korea seen moving mid-range missile to east coastOffshore Leaks: Vast Web of Tax Evasion Exposed - International network of journalists has 2.5m records from tax havens detailing letterbox firms, offshore accounts &amp; dubious financial deals. The unprecedented leaks include names of 130,000 people who moved money offshore.N. Korea has just vowed actual military actions against the USAnonymous Hacks Official North Korean Social Media Accounts: The hackers allegedly seized control of North Korea's official Twitter and Flickr accounts, in the process defacing several related websites, and making the autocratic nation look extremely unprepared for cyber attack.Anonymous wealth from around the world revealed after data leakTwo North Korean submarines have ""disappeared"" - Chosun TV (Translated)US Official: N. Korea may be planning launch, It's unknown whether it would be a test or a strike.A renowned Alberta water scientist is urging the federal government to take action after he discovered deformities in fish in the Athabasca River downriver from oil sands developments bear a striking resemblance to ones found in fish after spills in U.S. waters.The Next Korean War and how the Kim regime might play the nuclear card to force a indecisive war (Good analysis for those wanting more than jokes about NK)Secret Files Expose Offshore's Global Impact: A cache of 2.5 million files has cracked open the secrets of more than 120,000 offshore companies and trusts, exposing hidden dealings of politicians, con men and the mega-rich the world over.North Korea approves nuclear strike on USBank of Japan to pump $1.4 trillion into economy in unprecedented stimulusNorth Korea warns nuclear war on America could break out ""today or tomorrow"".Sorry, Anonymous probably didnt hack North Koreas intranetUS tells North Korea to drop threats after nuclear warningNorth Korean Twitter Account Hacked By Anonymous.Signs of North Korea Easing Off War Message at HomeNorth Korea's missile movement not aimed at U.S. mainlandHack attacks hit Bitcoin exchange ratesNorth Korea warns the moment of explosion is near. Former Secretary of State Madeleine Albright is standing by to discuss at 6:29p ET on CNN'Not a crime to make known crime of a state': Senior Swedish judge backs AssangeN Korea, final approval for nuclear attack on USManchester police to record attacks on goths and punks as hate crimes",2652,-0.4985
41395,63.4942,63.5614,62.0557,62.7557,126720237,AAPL,41369,"U.N. calls for closure of Guantanamo prison: ""We must be clear about this: the United States is in clear breach not just of its own commitments but also of international laws and standards that it is obliged to uphold""2,080 lashes for Saudi man who raped daughterN. Korea loads 2 medium-range missiles on mobile launchersEarthquake just north of North Korea's borderA man in Germany has raised a pack of 70 wolves and established himself as the alpha maleGul Meena, a 17-year-old Pakistani girl, was attacked by her brother in an honor killing attempt after she left her 60-year-old husband. With an ax, her brother struck his own sister 15 times after killing her friend.Map: This is how far those North Korean missiles can actually reachNorth Korea warns it cannot protect embassies after April 10A South Korean intelligence official correctly predicted North Korea would urge foreign diplomats to leave, said an attack would follow""North Korea does now have missile technology that is able to reach, as they put it, the whole of the United States"" - David Cameron, Prime Minister of the United Kingdom.International Topless Jihad Day: FEMEN Activists Stage Protests Across Europe (nsfw photos)U.S. to return military base lands in Okinawa to JapanLego didn't give in to Muslim demands to remove Jabba's Palace: ""A few media have reported that the product is being discontinued due to the mentioned criticism. This is, however, not correct.""Japanese rock song so offensive it took North Koreas focus off U.SChina ""shifts position"" on North KoreaA girl from Tunisia could be stoned to death for posing naked with the words 'my body belongs to me' scrawled on her chest.BBC News - Pope Francis calls for action on clerical sex abuseArchaeologists unearth 'breathtaking' 4,000-year-old complex at Iraqi home of AbrahamBBC News - North Korea warns safety of British diplomats 'cannot be guaranteed'Uruguay: Marriage Equality ApprovedFidel Castro pens first column in 9 months, urges restraint on tense Korean PeninsulaAs N. Korean threats intensify, first signs of jitters in the South.Pope Francis: Women are 'fundamental' to churchNorth Korea 'asks Russia to evacuate embassy staff' as China loses patienceUS offers 5 million for the capture of Joseph Kony",2256,0.89
41396,63.1114,64.0842,62.9471,63.6457,105449078,AAPL,41370,"Demonstrators march against law that allows police to declare public protests illegal. In response, the Montreal police declare the protest illegal.French intelligence agency bullies Wikipedia admin into deleting an article""I was so brainwashed in North Korea death camp I betrayed my family""Man freezes to death on day 3 of trying to live as the homeless do""You might think alarm bells would be sounding in Washington, given the warnings in North Korea. But when they talk about North Korea, United States officials are sounding like an exasperated parent responding to a child's tantrum.""North Korea thinks that the U.S. is irritated and scared of the ""proud"" and ""mighty"" NK military.U.S. amassing B-1 strategic bombers near North KoreaStudy finds most Haiti aid went to US groups. 'Just 1 percent went to Haitian companies'Syria in Ruins - In Focus [PHOTOS]Mexico hourly wages now lower than China's. Mexico's wages as a proportion of economic output are lower than those in Indonesia, the Philippines, Thailand, South Korea, Hungary, Poland and Brazil. Mexico has increased its U.S. market share at a faster pace than China over the past six years.7.2 Earthquake off Papua, IndonesiaHundreds of thousands of people are protesting in Bangladesh to demand that the government introduce an anti-blasphemy law that would include the death penalty for bloggers who insult Islam.Daycare shooting in CanadaFidel Castro says the current tensions on the Korean Peninsula pose one of the ""gravest threats"" for nuclear holocaust since the Cuban Missile Crisis in 1962US is using China to pressure North KoreaH7N9, Avian Flu in Beijing being monitored, 14 confirmed cases 6 dead.North Korea releases video of Kim Jong-un firing a gunJapan's Fukushima nuclear plant leaking contaminated waterPope Francis donates $50,000 to flood victims in ArgentinaKim Jong-un orders increased production of artillery in N. KoreaU.S. Calls on China to to crack down on the regime in Pyongyang(N.Korea)Russia has more nuclear warheads than US, UK, France, China combined. Interactive stats on the nuclear statesJapanese scientists figure out how to read visual contents of dreams with brain scans.Angelina Jolie pledges $200K to educate Pakistani girlsFidel Castro to North Korea: nuclear war will benefit no one",2288,0.6371
41397,64.4728,64.7471,64.1642,64.2828,90319201,AAPL,41371,"Nazca lines destroyed by quarrying operations in Peru.BBC has uncovered fresh evidence of how some Sharia councils in Britain may be putting Muslim women 'at risk' by pressuring them to stay in abusive marriagesSwedish tourist manages to smuggle out pictures from North Korea. Guides did not know the camera had 2 memory cards.Canada's largest bank replacing Canadian workers with temporary foreign workersAnonymous launches massive cyber assault on Israel: Hacktivist group Anonymous has launched its second massive cyber attack against Israel. The collective threatens to ""disrupt and erase Israel from cyberspace"" in what they have dubbed ""the largest internet battle in the history of mankind""In a secret deal, Pakistan allowed American drone strikes on its soil on the condition that the unmanned aircraft would stay away from its nuclear facilities and the mountain camps where Kashmiri militants were trained for attacks in India.Maasai face eviction from ancestral lands to make way for Dubai hunting firm: Tanzania plans to reduce Maasai areas by 40%, citing 'overgrazing.' A mass protest fell apart this week, but Maasai women took up the cause and organized their own sit-inMagic mushroom depression trial tripped up by absurd drug lawsChina asks North Korea to ensure safety of its nationals.Judges may lack common sense because they have lived 'sheltered lives', warns Britain's most senior female judgePhilippines asking $1.4 mn from US for reef damageHang atheist bloggers: Bangladeshi Muslims call for execution of blasphemers (PHOTOS)Afghan attacks kill U.S. diplomat, soldiers, othersCountries rattled by tax-haven data leak - Politicians and companies worldwide face questions over offshore accountsJapan to order shooting down of North Korea missile: ReportsJapan whaling haul a 'record low', plans to keep whaling regardless: Japan's latest whaling season has drawn to a close with a record low haul due to ""unforgiveable sabotage"" by protestors, a government minister has saidEmbassy staff in N Korea ignore warning. Most foreign governments have made it clear they will not be evacuating their staff, despite warning from PyongyangChina 'severely concerned' over North Korean tensions, saying they won't ""allow troublemaking at the doorstep of China.""North Korea tension 'prompts US missile test delay'This Is What Superstition Does -- Witches Tortured, Burned Alive: Papua New Guinea has seen several cases of persecution. The latest attacks occurred on Easter when six women were tortured with hot irons as an Easter sacrifice.""BBC News - Afghan children 'killed by Nato air strikeThe great recycling con trick: How 12million tons of your carefully sorted waste is being dumped in foreign landfill sitesIs the Global Economy Slowly Falling Apart?Health Canada recalls birth control pill Alysena, after finding out some packages were sold with 2 weeks of placebos instead of 1Hamas ban on Western garments, hair styles criticized in Gaza",2961,1.5328
41400,65.1014,66.0285,64.9014,65.8156,124017747,AAPL,41372,"Ex-Prime Minister Margaret Thatcher has died following a strokeIceland voted the friendliest place on earthSwiss offer to mediate in North Korea crisis, foreign ministry already made contact with the North Korean authoritiesGermany: Thieves Swipe 5 Tons of NutellaThe Canadian government has barred scientists from entering the Experimental Lakes Area in Ontario. As funding for the freshwater research station dried up this week, scientists with on-going projects at the facility were left wondering about the future of their research.N. Korea to withdraw all its workers from Kaesong complexWikileaks releases ""Kissinger Cables"" with 2 million documents.120 tons of radioactive water leak out of Fukushima plantPrime Minister of Iceland visits China with HER wife - Anticipation over reactionsBritish grandmother sentenced to death by firing squad for drug trafficking in Indonesia.Britons accused of drug offences in Dubai are refused legal visits and claim to have been tortured (including electrocuting testicles)India Use Drones to Protect Rhinos From Poachers -An oil discovery is expected earn the Falkands $10.5 billion over the next 25 yearsBemused Vladimir Putin and Angela Merkel confronted by topless Femen protester in HanoverGreek Commission Concludes Germany Owes Billions in War Reparations ""The total could be enough to solve the country's debt problems, but the Greek government is wary of picking a fight with its paymaster.""North Korea seen readying for fourth nuclear testWhy Japan is the most interesting story in global economics right nowWikiLeaks is to publish more than 1.7 million US diplomatic and intelligence documentsGaza police shaving heads of long-haired youths. 'It is the latest sign that the Islamic militants are imposing their strict practices on the population'Bangladeshi PM Sheikh Hasina has firmly rejected demands by Islamists for a new anti-blasphemy law to punish those who defame Islam and Prophet MuhammadPirates of the Caribbean: Global Resistance to Tax Havens Grows - Tax havens cause hundreds of millions of euros in annual damage to national economies around the world and they create an uncontrollable parallel economy.France to buy US dronesPolice allege man was sexually assaulted by 4 womenNorth Korea ready for new nuclear test, says South - video | World newsTepco finds second pit leaking in Fukushima",2362,-0.2931
41401,66.4242,66.5356,64.8142,65.5225,120499960,AAPL,41373,"Ontario is putting an end to coal-burning power plants: '...on the verge of becoming the first industrial region in North America to eliminate all coal-fired electrical generation.'In sign of growing Chinese frustration with North Korea, Daily Show clip mocking Kim Jong Un gets 2.8 million views on China web portal, making it the 2nd most viewed Daily Show segment everNorth Korea to 'launch missile TOMORROW' after warning foreigners to evacuate South | World | NewsFrench Intelligence Agency Forces Wikipedia Volunteer to Delete Article; Re-Instated, It Becomes Most-Read Page On French WikipediaJewish terrorist who murdered two palestinians gets 2 life sentences in Israeli jail10-year-old rape victim put behind bars- Times of India'Ding Dong! The Witch Is Dead' set to enter UK Official top 40 following Margaret Thatcher's deathStreet parties break out in London and across the UK over death of Margaret ThatcherNow Hiring: Fake Somali Pirates. Foreign journalists have paid Kenyans pretending to be Somali pirates hundreds of dollars to interview them.Japan deploys three Patriot missile defense batteries in Tokyo, a chain of PAC-3 batteries to Okinawa, and Aegis missile defense destroyers to the Sea of JapanThe British are watering our whiskey, warned American diplomat in 1973 (via Wikileaks)US tear gas shipment -140,000 canisters - arrives in Egypt.While in Syria, FRONTLINE filmmaker Olly Lambert did not anticipate that bombs from government jets would begin to fall just 300 meters away. (Warning: Graphic Violence)South Korean politician: We need tactical nukes to send message to ChinaHow a Single Spy Turned Pakistan Against the United States. What really happened after Raymond Davis killed two men in the street in Lahore.North Korea workers don't report for work at joint industrial parkJapanese woman with megaphone in Osaka: ""I hate Koreans so much... We will start Tsuruhashi massacre like Nanking Massacre."" Crowd cheers.Afghanistan mineral deposits estimated at $1 trillionThe Pirate Bay Moves to .GL Domain in Anticipation of Domain Seizure: The Pirate Bay has received indications that the Swedish authorities might soon attempt to seize the sites .se domainMargaret Thatcher Was Freakishly Correct About Why The Euro Would Be Such A Big DisasterUS Navy Deploying Laser Weapon Prototype in Persian GulfThe Sun reports that Kim Jong Un starred in a Grease production while going to school in SwitzerlandPutin Says Russia Does Not Discriminate Against GaysNorth Korea: ex-soldiers recall 'golden days' of military drills | World newsFrance wants to keep 1,000 soldiers in Mali permanently",2619,0.7403
41402,65.5771,66.4814,65.1156,66.2628,118010781,AAPL,41374,"NASA-backed fusion engine could cut Mars trip down to 30 daysGermany gives Japan its backing as N Korea tensions riseAnonymous vows justice for Rehtaeh Parsons, 15 year old rape victim who committed suicide. Canadian Police do nothing.North Korea v South Korea in figuresBreasts better off without bras: French studyNorth Korea preparing to launch missiles from 2 different locationsNorth Korea has completed fueling its Musudan medium-range ballistic missile, and is ready to launch it any momentGoogle launches global human trafficking helpline &amp; data network - Commits $3M (2M) to build an international helpline network fueled by data. Human trafficking enslaves 21M people, with 2.5M forced into labor. Most are ages 18-24 &amp; 43% are forced into the sex trade.China and Russia urge North Korea to step back from missile launch.A Nova Scotia teenager has killed herself after she was raped by four boys, who distributed a photo of the assault and bullied her, her family says.South Korea raises alert with North to 'vital threat' [BBC]Ex-North Korea spy says Kim Jong-Un struggling to control militarySouth Korea confirms North was behind the massive hacking attack that paralyzed networks of local financial firms and broadcasters last monthApril 1 marked the beginning of free abortion in France. As mandated by the new law, the country will now reimburse all abortions 100 percent, as well as provide free contraception for girls ages 15-18.North Korea Warns It Is on Brink of Nuclear War With SouthJapanese city accidentally tweets North Korean missile launchSouth Korea raises surveillance level to Watchcon 3 in response to reports that the North will fire multiple missiles: 4-5 TELS (Scud launchpads), one Nudong and two Musadan missiles being preparedNorth Korea's peasant army gets ready to farm, not wage warIntelligence suggests North Korea could be planning multiple launches, U.S. official saysDoomsday Clock creator dies.North Korea: US 'ready to intercept up to three missiles'Three years after BP oil spill, USF research finds massive die-offAdmiral says US ready if North Korea strikesPakistan today successfully test-fired nuclear-capable Hatf-IV ballistic missile with a range of 900 km that can hit targets in India.The 4th Largest City In The World Has No Outdoor Advertising",2308,-1.01
41403,65.6871,66.1428,65.0828,65.2528,99555337,AAPL,41375,"Bitcoin value plummets, losing as much as 41% of its value in a single dayTwo Norwegian teens return $81,500 found in bag on a train left by elderly passengerThe Pirate Bay kicked out of Greenland in under 48 hours.A woman who died after being refused a potentially lifesaving abortion even while she was having a miscarriage was told that her repeated pleas could not be granted because Ireland is a Catholic country, an inquest has confirmed""Italy's 5-Star Movement, led by comic Beppe Grillo, wants to scrap the country's planned purchase of 90 Lockheed Martin Corp F-35 fighter jets and use the savings to help boost the struggling economy, a lawmaker told Reuters on Tuesday [9 April 2013].""Uzbekistan calls Harlem Shake 'a vortex full of meaninglessness and shamelessness''Very high' chance North Korea will fire missile, U.S. and South Korea sayMysterious gigantic stone structure found beneath Sea of GalileeDefecting NK Commander confirms rival factions within NK military, pro- and anti-Kim Jong-Un fighting within ranksFor the first time in 69 years, there are no American tanks in Europe.Beaver Bites Man To Death In Belarus AttackGermany owes us 162-billion euros in war damages, say Greeks | World | NewsEgyptian doctors 'ordered to operate on protesters without anaesthetic'. ""Senior Egyptian army doctors were ordered to operate without anaesthetic on wounded protesters at a military hospital in Cairo during protests against military rule""N. Korea shifts missile locations ahead of imminent launch: sourcesJapan has inked an agreement with Taiwan to allow Taiwanese vessels to fish within 12 miles from the disputed Diaoyu Islands in a surprise deal that has shaken China.Airbus is installing special big seats for fat people while shrinking other seats""DPRK's nuclear shower will break the U.S. nuclear umbrella so mercilessly that the warmongers cannot even repent of anything.""United States and South Korean armed forces placed at 'maximum alert' Watchcon 2North Korea is shifting placement of missiles in an attempt to outwit intelligenceCamel gifted to French president is mistaken for food, made into tagine and eaten for dinnerSeoul calls on North to come to bargaining table (Yonhap)Top admiral of US Pacific Command worries North Korea crisis could escalate 'pretty quickly' with one miscalculationUruguay to become third American country to legalize gay marriage after Canada and ArgentinaFormer Guatemalan dictator, Efrain Rios Montt, being charged with genocide. First time ever a former head of state is being tried for genocide by a national tribunal.Finland police say Russias President Putin mistakenly placed on criminal blacklist",2665,-0.5429
41404,65.4242,65.6728,64.3542,64.7099,83631828,AAPL,41376,"France passes gay marriage bill. The legislation not only legalizes same-sex marriage but allows same-sex couples to adopt children.North Korea declares its target: JapanVladimir Putin unveils $50 bn drive for Russian space supremacyPutin Promises 100% Support for Buddhists - ""The president described Buddhism as a kind, humanist learning based on love for others and love for ones country,Stephen Hawking: Space Exploration Is Key To Saving HumanityAnti-Thatcher song hits top of U.K. pop chart - Ding Dong! The Witch is Dead goes to No. 1Wave of homophobic violence sweeps FranceA Chinese woman sent to a labour camp for demanding seven men who kidnapped, raped and forced her then 11-year-old daughter into prostitution be punished went to court on Friday to sue for compensation.U.K. gives the homeless jobs as tour guidesSudan People's Liberation Army to ""wipe out the entire Murle tribe on the face of the earth"". Nobody is willing to help these people.North Korean helicopter dropping paratroopers along China borderNuclear Waste Found in English ChannelGreece's jobless rate has soared to a new high at 27.2%, 18-24yo at 60%In order to adhere to Chinese concepts of family and duty, an increasing amount of gay Chinese men are turning to an alternate form of marriage marrying lesbian women.An amazing visualization of every drone strike in PakistanRussia Builds Giant Space Base In $52bn PushMargaret Thatcher dead: Sex Pistol Johnny Rotten says hate mobs are 'loathsome' &amp; calls for respectSweden enlists llamas to fight sheep-killing wolves3 scenarios for North Korea endgameGerman hacker demonstrated how to remotely hijack and bring down an airplane using an app for the Android phoneSpain holds first ""Siesta Championship"" or ""Napping Competition"" to bring back old traditionReinventing InventHelp - Inventors Digest ReviewHawking: Mankind has 1,000 years to escape EarthNorth Korea employing ""Deceptive"" tactics. South Korean news source says they may be planning ""multiple"" missile launches.""Google launches tool to determine data use after death",2067,0.2529
41407,64.5014,65.4142,64.4999,64.9628,79220953,AAPL,41377,"U.S. and China agree on Korean denuclearizationIn latest propaganda video, North Korea threatens to bomb Colorado Springs. Unfortunately for them, they have no idea where Colorado Springs is.A passenger plane carrying more than 100 people has crashed into the ocean off the coast of Bali - It is believed that everyone on board has survived.Canadian Kids Smoke Most Marijuana In Western World: UNICEFAn Indian village plants 111 trees for every girl born.[Philippines] Manila offers US its military bases in case of N Korea warDozens of Native American tribal masks have been sold at an auction in Paris after a French court ignored the objections of the Hopi tribe and the U.S. government.Mayan Genocide - Former Guatemalan dictator Efrain Rios Montt, accused of ordering the execution of over 1,700 indigenous Ixil Mayans in 1980s, on trial. It's ""the 1st time anywhere in the world"" a former head of state is tried for genocide by a national tribunal.UK 'confirms' use of chemical weapons in Syria after secret MI6 op  report6.0 magnitude earthquake hits western JapanWorld on course for catastrophic 6 Celcius riseNew Zealand Minister responsible for border security officially warns of the threat posed by 3D printers, ""If people could print off ... sheets of Ecstasy tablets at the party they're at at that time, that just completely takes away our border protection role in its known sense.""Pope appoints 8 cardinals to advise on the reform of the Catholic Church17 years after being gangraped by more than 40 men, Indian girl still waits for justiceWhat time machine? Iranian news agency quietly deletes a report that Iran had built one.Hundreds of Thousands March for 'Free Education' in Chile: 'Education should be equal for everyone, it should be free  we all have the same rights.'Missile launch is North Korea's exit strategy, analysts say.World's first unmanned supersonic stealth combat aircraft to make its maiden test flight in Australia.Ants Can Sense Earthquakes A Day In AdvanceA German man has been arrested at Athens International Airport after allegedly trying to smuggle nearly half a ton of gold and silver out of Greece, according to airport officials.Egypt's Coptic Christians live in fear of Islamic extremists: The group has long faced persecution, but many feel the aggression is now more systematic. 'They set a Christian man on fire the other day,' a woman says near Cairo.Measles in Wales: Warning of Epidemic Spreads - Fears that measles epidemic may spread from Swansea with over 40,000 children still unvaccinated in Wales. Number of cases now at 693. This could ""easily double"" as 1000s of children have not had 2 MMR vaccines. No part of the UK is safe.Egypt's Coptic Church unleashed one of its strongest criticisms ever of the government after back-to-back deadly attacks on Copts that the pope insists were incited by harsh anti-Christian rhetoric.Cannibalism in North KoreaEU loses 1 trillion euros a year to tax dodging",2962,-1.5543
41408,64.8356,65.0285,63.1642,63.4085,111647130,AAPL,41378,"Constitutional Convention in Ireland votes 79% in favour of same-sex marriageKim Jong-Un has not been seen in 2 weeksIn Switzerland, two-thirds of voters have supported a fat cat initiative  a referendum that gives shareholders a binding say on executive pay as part of the worlds most stringent rule of its kind to date. Noncompliance carries hefty fines and jail time.Ireland gets its first Tornado warning.Canadian govt demands members of public fill in a 10-page questionnaire &amp; submit CV in order to seek permission to comment on the new Enbridge oil pipelineMargaret Thatcher 'gave her approval' to her son Mark's failed coup attempt in Equatorial GuineaWhy Chemotherapy That Costs $70,000 in the U.S. Costs $2,500 in India: By rejecting patent applications, developing countries have kept down the costs of much-needed medications. Can they continue to do so without harming efforts to develop new drugs?Kerry offers to withdraw US missile defenses and military presence in exchange for China's support on North Korea.French gangster Redoine Faid just escaped from prison by taking 4 guards hostage and blowing off 5 doors with explosivesBBC fakes London student credentials to access North KoreaLost Soviet Mars Lander Found?Report: The Syrian Chemical Weapons 'Red Line' Has Been CrossedMillions face starvation as world warms, say scientists: World is unprepared for changes that will see parts of Africa turned into disaster areas, say food expertsPolio Vaccine Developer Koprowski DiesRust in hell: Irish nationalists slam Iron Lady Margaret ThatcherPapua New Guinea Considers Repealing Sorcery Law: In February, a 20-year-old woman was stripped, tortured, doused in gasoline and then set ablazeMelting in Antarctic is worst in 1000 yearsN. Korea denounces S. Korea's dialogue offer as 'cunning ploy'Russia has published the names of 18 U.S. citizens who are barred from Russia. The list includes those alleged to have been involved in the use of torture at Guantanamo bay.Russia bans 18 Americans from country in answer to US list: Former Bush staffers and Guantanamo Bay commanders on list released in response to US Treasury visa bansNew bird flu (H7N9) well adapted to quickly infect. ""One thing of concern is the pace at which we are seeing the identification of cases."" US Center for Disease Control and Prevention saysChina bird flu death toll rises to 13 as more cases reportedOne of France's most dangerous gangsters, known for brazen attacks on cash-in-transit vehicles, on Saturday blasted his way out of jail after briefly taking several wardens hostageNorth Korea nuclear weapons agreement reached by U.S. and China | National PostNever mind aliens in outer space. Some scientists believe we may be sharing the planet with 'weird' lifeforms that are so different from our own they're invisible to us: Prof Cleland calls this ethereal dimension the shadow biosphere",2893,-2.1443
41409,62.7371,62.9999,60.3371,61.2642,185278968,AAPL,41379,"Saudi Arabian billionaire Prince AlWaleed bin Talal, a nephew of King Abdullah, has thrown his support behind allowing Saudi women to drive, saying it makes economic sense""Saddam's marsh drainage project was war by other means"" - Some 2 decades after the drainage of Mesopotamian marshes of Iraq by Hussein, the area is buzzing with life again after much of what was once the world's 3rd largest wetland is restored to some of its former glory.Director Ken Loach on Margaret Thatcher Funeral: Lets privatise her funeral. Put it out to competitive tender and accept the cheapest bid. Its what she would have wanted.Price of Gold Collapses....investors panic.Financial crisis caused by too many bankers taking cocaine, says former drugs tsarNicols Maduro has been elected President of VenezuelaChinese vessel that hit protected reef in Philippines held even more environmental destruction inside: over 10,000 kg (22,000 lbs) of meat from the protected pangolin. 400 boxes, each containing 25-30 kg frozen pangolins, found. Rising demand &amp; lax laws are wiping out the toothless anteaters.NASA plans to capture an asteroid and set it into orbit around the moonNorth Korean leader makes first appearance in weeks, pays tribute to late grandfather, father at mausoleumRussian MPs have given initial approval to an anti-blasphemy law with tougher jail terms or fines for anyone found guilty of offending religious feelings. Some activists warned that ""insults to believers"" might include the teaching of evolution or the Big Bang theoryNorway to build first ever tunnel for shipsJustin Bieber has caused outrage with his message in a guestbook at the Anne Frank Museum, saying he hoped the Holocaust victim would have been a fan.10 million pound cost of Margaret Thatcher's funeral ""asking for trouble""Black workers 'banned from Gare du Nord during Israeli president visit'Protesters in Spain call for end to monarchyClimate Change skeptic, Lord Monckton, demands apology from prominent climate scientists after having his views mocked, ""In saying I have 'no training' he [Professor Renwick] has lied. I have a Cambridge degree in classical architecture.""North Korea brands US an 'enemy of the state' as South Korean's burn effigies of Kim Jong-unJustin Trudeau elected as Liberal party leader [Canada]Turkish pianist Fazil Say convicted of insulting IslamOpium poppy cultivation in Afghanistan has been increasing for a third year in a row and is heading for a record highTeenager exposes India's 'one month wives' sex tourismIsrael arrests 14-year-old US citizenSynthetic kidney could soon be ready for first human transplant: A synthetic kidney made from a patients own skin cells might soon be ready for the first human transplant following the creation of a similar artificial organ in laboratory animals, scientists have said.Australia to tackle Japan on whaling at U.N. world courtDon't underestimate Germany's new anti-euro party",2934,0.8183
41410,60.4628,62.5499,59.8428,62.0825,150794546,AAPL,41380,"8.0 Earthquake strikes Iran31 People killed in Explosions in IraqBoston Marathon explosions: dozens wounded as two blasts hit finish lineBoston Marathon explosions: two dead, 64 injured as 'bombs' hit race finish line""Wherever we find Americans we will kill them, but we don't have any connection with the Boston Explosions"" - Pakistani TalibanBlack Monday in Iraq: 46 killed, almost 300 injured in series of attacksSir Ian McKellen posts statement to remind all that Margaret Thatcher was in favor of and voted for Section 28, which was ""...designed to slander homosexuality, by prohibiting state schools from discussing positively gay people and our 'pretended family relations'"".""And as we see the flags from the 50 countries participating in this event, still flying, we are reminded that this is not just a Boston or an American event, but a global event and a global tragedy"" -CNNNew Zealand set to legalize gay marriageUS Black Hawk crashes near North Korean border.RE: recent events at /r/worldnews.Three teenagers who beat a homeless man to death following a dare have been sentenced.Russia ready to help in investigation of Boston terror act - Kremlin46 dead overnight in IraqSecretary-General of the United Nations, Ban Ki-Moon, openly declares support for LGBT equality.Anonymous hackers bring down North Korean websites for a second timeNorth Korea warns, they won't warn South Korea.37 killed, more than 140 wounded in nearly 20 separate attacks across IraqA nonpartisan, independent review of interrogation and detention programs in the years after the Sept 11, 2001, terrorist attacks concludes that it is indisputable that the United States engaged in the practice of torture and that the nations highest officials bore ultimate responsibility for it.Boston Marathon explosions: Pakistan Taliban says it was not behind bombsVideo of the Boston Marathon bombing, recorded by Steve Silva at the finishing line. (DISTURBING CONTENT)""President Barack Obama said in an interview broadcast Tuesday [16 April 2013] that North Korea likely does not have the ability to arm a ballistic missile with nuclear warheads. He also compared the Stalinist regime's recent belligerent rhetoric to a child's temper tantrum.""4,500-year-old harbor structures and papyrus texts unearthed in Egypt. ""Archaeologists have stumbled upon what is thought to be the most ancient harbor ever found in Egypt, along with the country's oldest collection of papyrus documents, Egyptian authorities say.""Please dont be a Muslim: Boston marathon blasts draw condemnation and dread in Muslim worldBBC News - Iran struck by magnitude 7.8 earthquake",2627,-0.1883
